realtime_start,realtime_end,date,value
2026-09-18,2026-09-18,1998-10-01,2.1971
2026-09-18,2026-09-18,1998-11-01,2.2956
2026-09-18,2026-09-18,1998-12-01,2.3974
2026-09-18,2026-09-18,1999-01-01,2.5159
2026-09-18,2026-09-18,1999-02-01,2.6578
2026-09-18,2026-09-18,1999-03-01,2.7695
2026-09-18,2026-09-18,1999-04-01,2.9001
2026-09-18,2026-09-18,1999-05-01,3.0016
2026-09-18,2026-09-18,1999-06-01,3.1406
2026-09-18,2026-09-18,1999-07-01,3.3226
2026-09-18,2026-09-18,1999-08-01,3.3303
2026-09-18,2026-09-18,1999-09-01,3.316
2026-09-18,2026-09-18,1999-10-01,3.4435
2026-09-18,2026-09-18,1999-11-01,3.5989
2026-09-18,2026-09-18,1999-12-01,3.7129
2026-09-18,2026-09-18,2000-01-01,3.8242
2026-09-18,2026-09-18,2000-02-01,3.9538
2026-09-18,2026-09-18,2000-03-01,4.1437
2026-09-18,2026-09-18,2000-04-01,4.3987
2026-09-18,2026-09-18,2000-05-01,4.6495
2026-09-18,2026-09-18,2000-06-01,4.8245
2026-09-18,2026-09-18,2000-07-01,5.0148
2026-09-18,2026-09-18,2000-08-01,5.1304
2026-09-18,2026-09-18,2000-09-01,5.2296
2026-09-18,2026-09-18,2000-10-01,5.3454
2026-09-18,2026-09-18,2000-11-01,5.6206
2026-09-18,2026-09-18,2000-12-01,5.8121
2026-09-18,2026-09-18,2001-01-01,5.7257
2026-09-18,2026-09-18,2001-02-01,5.7342
2026-09-18,2026-09-18,2001-03-01,5.8272
2026-09-18,2026-09-18,2001-04-01,5.7419
2026-09-18,2026-09-18,2001-05-01,5.6638
2026-09-18,2026-09-18,2001-06-01,5.6131
2026-09-18,2026-09-18,2001-07-01,5.4644
2026-09-18,2026-09-18,2001-08-01,5.5089
2026-09-18,2026-09-18,2001-09-01,5.7111
2026-09-18,2026-09-18,2001-10-01,5.857
2026-09-18,2026-09-18,2001-11-01,5.9007
2026-09-18,2026-09-18,2001-12-01,6.1164
2026-09-18,2026-09-18,2002-01-01,6.3178
2026-09-18,2026-09-18,2002-02-01,6.5439
2026-09-18,2026-09-18,2002-03-01,6.7314
2026-09-18,2026-09-18,2002-04-01,6.9512
2026-09-18,2026-09-18,2002-05-01,7.0835
2026-09-18,2026-09-18,2002-06-01,7.2344
2026-09-18,2026-09-18,2002-07-01,7.3963
2026-09-18,2026-09-18,2002-08-01,7.5116
2026-09-18,2026-09-18,2002-09-01,7.6126
2026-09-18,2026-09-18,2002-10-01,7.7435
2026-09-18,2026-09-18,2002-11-01,7.8934
2026-09-18,2026-09-18,2002-12-01,7.9948
2026-09-18,2026-09-18,2003-01-01,8.2067
2026-09-18,2026-09-18,2003-02-01,8.4529
2026-09-18,2026-09-18,2003-03-01,8.676
2026-09-18,2026-09-18,2003-04-01,8.9298
2026-09-18,2026-09-18,2003-05-01,9.2791
2026-09-18,2026-09-18,2003-06-01,9.6911
2026-09-18,2026-09-18,2003-07-01,10.2447
2026-09-18,2026-09-18,2003-08-01,10.63
2026-09-18,2026-09-18,2003-09-01,11.0939
2026-09-18,2026-09-18,2003-10-01,11.5845
2026-09-18,2026-09-18,2003-11-01,11.852
2026-09-18,2026-09-18,2003-12-01,11.9937
2026-09-18,2026-09-18,2004-01-01,12.214
2026-09-18,2026-09-18,2004-02-01,12.5692
2026-09-18,2026-09-18,2004-03-01,12.9017
2026-09-18,2026-09-18,2004-04-01,13.1368
2026-09-18,2026-09-18,2004-05-01,13.4519
2026-09-18,2026-09-18,2004-06-01,13.6321
2026-09-18,2026-09-18,2004-07-01,13.5925
2026-09-18,2026-09-18,2004-08-01,13.7055
2026-09-18,2026-09-18,2004-09-01,13.9802
2026-09-18,2026-09-18,2004-10-01,14.132
2026-09-18,2026-09-18,2004-11-01,14.2041
2026-09-18,2026-09-18,2004-12-01,14.4964
2026-09-18,2026-09-18,2005-01-01,15.1064
2026-09-18,2026-09-18,2005-02-01,15.5615
2026-09-18,2026-09-18,2005-03-01,15.8473
2026-09-18,2026-09-18,2005-04-01,16.3077
2026-09-18,2026-09-18,2005-05-01,16.5451
2026-09-18,2026-09-18,2005-06-01,16.6198
2026-09-18,2026-09-18,2005-07-01,16.8462
2026-09-18,2026-09-18,2005-08-01,17.2688
2026-09-18,2026-09-18,2005-09-01,17.8727
2026-09-18,2026-09-18,2005-10-01,18.2454
2026-09-18,2026-09-18,2005-11-01,18.3095
2026-09-18,2026-09-18,2005-12-01,18.4353
2026-09-18,2026-09-18,2006-01-01,18.6578
2026-09-18,2026-09-18,2006-02-01,18.8265
2026-09-18,2026-09-18,2006-03-01,18.6596
2026-09-18,2026-09-18,2006-04-01,18.5237
2026-09-18,2026-09-18,2006-05-01,18.6315
2026-09-18,2026-09-18,2006-06-01,18.7664
2026-09-18,2026-09-18,2006-07-01,18.8488
2026-09-18,2026-09-18,2006-08-01,19.5032
2026-09-18,2026-09-18,2006-09-01,20.0895
2026-09-18,2026-09-18,2006-10-01,20.4337
2026-09-18,2026-09-18,2006-11-01,20.6995
2026-09-18,2026-09-18,2006-12-01,20.9612
2026-09-18,2026-09-18,2007-01-01,21.1248
2026-09-18,2026-09-18,2007-02-01,21.5223
2026-09-18,2026-09-18,2007-03-01,22.436
2026-09-18,2026-09-18,2007-04-01,23.3727
2026-09-18,2026-09-18,2007-05-01,23.8352
2026-09-18,2026-09-18,2007-06-01,24.5585
2026-09-18,2026-09-18,2007-07-01,25.5175
2026-09-18,2026-09-18,2007-08-01,25.9677
2026-09-18,2026-09-18,2007-09-01,26.5675
2026-09-18,2026-09-18,2007-10-01,27.7376
2026-09-18,2026-09-18,2007-11-01,28.8679
2026-09-18,2026-09-18,2007-12-01,29.9475
2026-09-18,2026-09-18,2008-01-01,30.1177
2026-09-18,2026-09-18,2008-02-01,31.2488
2026-09-18,2026-09-18,2008-03-01,32.2028
2026-09-18,2026-09-18,2008-04-01,32.2787
2026-09-18,2026-09-18,2008-05-01,32.6433
2026-09-18,2026-09-18,2008-06-01,32.8385
2026-09-18,2026-09-18,2008-07-01,31.9656
2026-09-18,2026-09-18,2008-08-01,31.6705
2026-09-18,2026-09-18,2008-09-01,31.1447
2026-09-18,2026-09-18,2008-10-01,28.9068
2026-09-18,2026-09-18,2008-11-01,25.8646
2026-09-18,2026-09-18,2008-12-01,22.8334
2026-09-18,2026-09-18,2009-01-01,22.0343
2026-09-18,2026-09-18,2009-02-01,22.8441
2026-09-18,2026-09-18,2009-03-01,23.913
2026-09-18,2026-09-18,2009-04-01,24.7332
2026-09-18,2026-09-18,2009-05-01,25.5275
2026-09-18,2026-09-18,2009-06-01,26.1622
2026-09-18,2026-09-18,2009-07-01,27.4351
2026-09-18,2026-09-18,2009-08-01,28.3187
2026-09-18,2026-09-18,2009-09-01,29.5858
2026-09-18,2026-09-18,2009-10-01,30.6717
2026-09-18,2026-09-18,2009-11-01,31.8411
2026-09-18,2026-09-18,2009-12-01,32.0448
2026-09-18,2026-09-18,2010-01-01,33.7322
2026-09-18,2026-09-18,2010-02-01,35.7536
2026-09-18,2026-09-18,2010-03-01,37.5441
2026-09-18,2026-09-18,2010-04-01,39.0069
2026-09-18,2026-09-18,2010-05-01,40.0477
2026-09-18,2026-09-18,2010-06-01,40.3856
2026-09-18,2026-09-18,2010-07-01,41.1499
2026-09-18,2026-09-18,2010-08-01,42.0441
2026-09-18,2026-09-18,2010-09-01,42.748
2026-09-18,2026-09-18,2010-10-01,43.6667
2026-09-18,2026-09-18,2010-11-01,45.3778
2026-09-18,2026-09-18,2010-12-01,47.5546
2026-09-18,2026-09-18,2011-01-01,49.019
2026-09-18,2026-09-18,2011-02-01,49.1393
2026-09-18,2026-09-18,2011-03-01,48.7506
2026-09-18,2026-09-18,2011-04-01,48.5322
2026-09-18,2026-09-18,2011-05-01,48.9391
2026-09-18,2026-09-18,2011-06-01,49.2931
2026-09-18,2026-09-18,2011-07-01,49.342
2026-09-18,2026-09-18,2011-08-01,50.5057
2026-09-18,2026-09-18,2011-09-01,50.6201
2026-09-18,2026-09-18,2011-10-01,50.4568
2026-09-18,2026-09-18,2011-11-01,50.7527
2026-09-18,2026-09-18,2011-12-01,51.5848
2026-09-18,2026-09-18,2012-01-01,52.3434
2026-09-18,2026-09-18,2012-02-01,53.6647
2026-09-18,2026-09-18,2012-03-01,54.4741
2026-09-18,2026-09-18,2012-04-01,55.2056
2026-09-18,2026-09-18,2012-05-01,56.1614
2026-09-18,2026-09-18,2012-06-01,57.0836
2026-09-18,2026-09-18,2012-07-01,56.6396
2026-09-18,2026-09-18,2012-08-01,55.7956
2026-09-18,2026-09-18,2012-09-01,56.9528
2026-09-18,2026-09-18,2012-10-01,58.3273
2026-09-18,2026-09-18,2012-11-01,57.9806
2026-09-18,2026-09-18,2012-12-01,58.276
2026-09-18,2026-09-18,2013-01-01,58.1864
2026-09-18,2026-09-18,2013-02-01,58.1349
2026-09-18,2026-09-18,2013-03-01,58.6516
2026-09-18,2026-09-18,2013-04-01,59.884
2026-09-18,2026-09-18,2013-05-01,60.6852
2026-09-18,2026-09-18,2013-06-01,61.5946
2026-09-18,2026-09-18,2013-07-01,62.85
2026-09-18,2026-09-18,2013-08-01,64.0812
2026-09-18,2026-09-18,2013-09-01,64.8199
2026-09-18,2026-09-18,2013-10-01,66.6476
2026-09-18,2026-09-18,2013-11-01,68.4382
2026-09-18,2026-09-18,2013-12-01,69.8379
2026-09-18,2026-09-18,2014-01-01,71.8338
2026-09-18,2026-09-18,2014-02-01,74.3339
2026-09-18,2026-09-18,2014-03-01,76.4107
2026-09-18,2026-09-18,2014-04-01,78.3018
2026-09-18,2026-09-18,2014-05-01,80.3546
2026-09-18,2026-09-18,2014-06-01,81.1773
2026-09-18,2026-09-18,2014-07-01,81.4431
2026-09-18,2026-09-18,2014-08-01,81.2871
2026-09-18,2026-09-18,2014-09-01,81.2173
2026-09-18,2026-09-18,2014-10-01,80.7258
2026-09-18,2026-09-18,2014-11-01,80.2229
2026-09-18,2026-09-18,2014-12-01,80.1476
2026-09-18,2026-09-18,2015-01-01,80.1115
2026-09-18,2026-09-18,2015-02-01,79.7089
2026-09-18,2026-09-18,2015-03-01,78.7264
2026-09-18,2026-09-18,2015-04-01,78.0287
2026-09-18,2026-09-18,2015-05-01,77.5113
2026-09-18,2026-09-18,2015-06-01,77.7173
2026-09-18,2026-09-18,2015-07-01,76.9416
2026-09-18,2026-09-18,2015-08-01,77.322
2026-09-18,2026-09-18,2015-09-01,78.0291
2026-09-18,2026-09-18,2015-10-01,78.3102
2026-09-18,2026-09-18,2015-11-01,78.8821
2026-09-18,2026-09-18,2015-12-01,80.4547
2026-09-18,2026-09-18,2016-01-01,80.624
2026-09-18,2026-09-18,2016-02-01,81.3226
2026-09-18,2026-09-18,2016-03-01,81.7675
2026-09-18,2026-09-18,2016-04-01,82.955
2026-09-18,2026-09-18,2016-05-01,84.4468
2026-09-18,2026-09-18,2016-06-01,85.9828
2026-09-18,2026-09-18,2016-07-01,88.403
2026-09-18,2026-09-18,2016-08-01,89.99
2026-09-18,2026-09-18,2016-09-01,91.7511
2026-09-18,2026-09-18,2016-10-01,93.6898
2026-09-18,2026-09-18,2016-11-01,94.4096
2026-09-18,2026-09-18,2016-12-01,94.991
2026-09-18,2026-09-18,2017-01-01,95.6996
2026-09-18,2026-09-18,2017-02-01,96.8644
2026-09-18,2026-09-18,2017-03-01,97.9667
2026-09-18,2026-09-18,2017-04-01,99.4458
2026-09-18,2026-09-18,2017-05-01,100.1456
2026-09-18,2026-09-18,2017-06-01,100.2831
2026-09-18,2026-09-18,2017-07-01,100.1293
2026-09-18,2026-09-18,2017-08-01,100.1895
2026-09-18,2026-09-18,2017-09-01,100.7648
2026-09-18,2026-09-18,2017-10-01,101.5288
2026-09-18,2026-09-18,2017-11-01,102.7545
2026-09-18,2026-09-18,2017-12-01,104.2279
2026-09-18,2026-09-18,2018-01-01,105.3186
2026-09-18,2026-09-18,2018-02-01,105.0084
2026-09-18,2026-09-18,2018-03-01,104.7029
2026-09-18,2026-09-18,2018-04-01,105.6117
2026-09-18,2026-09-18,2018-05-01,105.8783
2026-09-18,2026-09-18,2018-06-01,106.8108
2026-09-18,2026-09-18,2018-07-01,106.8383
2026-09-18,2026-09-18,2018-08-01,106.8009
2026-09-18,2026-09-18,2018-09-01,105.7947
2026-09-18,2026-09-18,2018-10-01,104.4552
2026-09-18,2026-09-18,2018-11-01,103.2209
2026-09-18,2026-09-18,2018-12-01,102.1217
2026-09-18,2026-09-18,2019-01-01,101.8818
2026-09-18,2026-09-18,2019-02-01,103.1751
2026-09-18,2026-09-18,2019-03-01,103.9548
2026-09-18,2026-09-18,2019-04-01,104.9363
2026-09-18,2026-09-18,2019-05-01,105.3309
2026-09-18,2026-09-18,2019-06-01,106.1206
2026-09-18,2026-09-18,2019-07-01,107.4128
2026-09-18,2026-09-18,2019-08-01,109.0928
2026-09-18,2026-09-18,2019-09-01,108.7969
2026-09-18,2026-09-18,2019-10-01,108.9329
2026-09-18,2026-09-18,2019-11-01,111.2914
2026-09-18,2026-09-18,2019-12-01,113.7337
2026-09-18,2026-09-18,2020-01-01,112.4892
2026-09-18,2026-09-18,2020-02-01,110.5394
2026-09-18,2026-09-18,2020-03-01,111.0584
2026-09-18,2026-09-18,2020-04-01,108.627
2026-09-18,2026-09-18,2020-05-01,108.1308
2026-09-18,2026-09-18,2020-06-01,110.2709
2026-09-18,2026-09-18,2020-07-01,112.2976
2026-09-18,2026-09-18,2020-08-01,113.4444
2026-09-18,2026-09-18,2020-09-01,116.9728
2026-09-18,2026-09-18,2020-10-01,121.5272
2026-09-18,2026-09-18,2020-11-01,123.026
2026-09-18,2026-09-18,2020-12-01,122.6249
2026-09-18,2026-09-18,2021-01-01,122.5563
2026-09-18,2026-09-18,2021-02-01,120.8549
2026-09-18,2026-09-18,2021-03-01,121.0571
2026-09-18,2026-09-18,2021-04-01,123.8447
2026-09-18,2026-09-18,2021-05-01,126.2187
2026-09-18,2026-09-18,2021-06-01,122.867
2026-09-18,2026-09-18,2021-07-01,118.5003
2026-09-18,2026-09-18,2021-08-01,118.6605
2026-09-18,2026-09-18,2021-09-01,119.0291
2026-09-18,2026-09-18,2021-10-01,121.5124
2026-09-18,2026-09-18,2021-11-01,124.6972
2026-09-18,2026-09-18,2021-12-01,126.0997
2026-09-18,2026-09-18,2022-01-01,128.1396
2026-09-18,2026-09-18,2022-02-01,131.6216
2026-09-18,2026-09-18,2022-03-01,132.3046
2026-09-18,2026-09-18,2022-04-01,130.6544
2026-09-18,2026-09-18,2022-05-01,131.2535
2026-09-18,2026-09-18,2022-06-01,132.9365
2026-09-18,2026-09-18,2022-07-01,133.5663
2026-09-18,2026-09-18,2022-08-01,133.6247
2026-09-18,2026-09-18,2022-09-01,134.1355
2026-09-18,2026-09-18,2022-10-01,133.0217
2026-09-18,2026-09-18,2022-11-01,131.6678
2026-09-18,2026-09-18,2022-12-01,129.3593
2026-09-18,2026-09-18,2023-01-01,128.2705
2026-09-18,2026-09-18,2023-02-01,128.6655
2026-09-18,2026-09-18,2023-03-01,128.5615
2026-09-18,2026-09-18,2023-04-01,131.1037
2026-09-18,2026-09-18,2023-05-01,132.0769
2026-09-18,2026-09-18,2023-06-01,132.9548
2026-09-18,2026-09-18,2023-07-01,132.6844
2026-09-18,2026-09-18,2023-08-01,132.1756
2026-09-18,2026-09-18,2023-09-01,132.3021
2026-09-18,2026-09-18,2023-10-01,134.4001
2026-09-18,2026-09-18,2023-11-01,136.0805
2026-09-18,2026-09-18,2023-12-01,137.7923
2026-09-18,2026-09-18,2024-01-01,138.6867
2026-09-18,2026-09-18,2024-02-01,138.0412
2026-09-18,2026-09-18,2024-03-01,139.2916
2026-09-18,2026-09-18,2024-04-01,142.4464
2026-09-18,2026-09-18,2024-05-01,144.4501
2026-09-18,2026-09-18,2024-06-01,143.517
2026-09-18,2026-09-18,2024-07-01,144.1713
2026-09-18,2026-09-18,2024-08-01,148.228
2026-09-18,2026-09-18,2024-09-01,150.6738
2026-09-18,2026-09-18,2024-10-01,151.6731
2026-09-18,2026-09-18,2024-11-01,151.9804
2026-09-18,2026-09-18,2024-12-01,153.8061
2026-09-18,2026-09-18,2025-01-01,159.1412
2026-09-18,2026-09-18,2025-02-01,162.2637
2026-09-18,2026-09-18,2025-03-01,164.3237
2026-09-18,2026-09-18,2025-04-01,165.3617
2026-09-18,2026-09-18,2025-05-01,165.6791
2026-09-18,2026-09-18,2025-06-01,167.1942
2026-09-18,2026-09-18,2025-07-01,172.1753
2026-09-18,2026-09-18,2025-08-01,172.8262
2026-09-18,2026-09-18,2025-09-01,173.1665
2026-09-18,2026-09-18,2025-10-01,176.3751
2026-09-18,2026-09-18,2025-11-01,178.2095
2026-09-18,2026-09-18,2025-12-01,181.0264
2026-09-18,2026-09-18,2026-01-01,186.72
2026-09-18,2026-09-18,2026-02-01,189.0681
2026-09-18,2026-09-18,2026-03-01,190.181
2026-09-18,2026-09-18,2026-04-01,195.2806
2026-09-18,2026-09-18,2026-05-01,203.1731
2026-09-18,2026-09-18,2026-06-01,208.6745
2026-09-18,2026-09-18,2026-07-01,211.3919
2026-09-18,2026-09-18,2026-08-01,211.4434
